name,birth_date,birth_place,death_date,death_place,nationality,occupation,years_active,known_for,awards,alma_mater,education,employer,notable_works,field,spouse,children,parents,religion,genre
Cleopatra,Early 69&nbsp;BC or late 70&nbsp;BC,"[[Alexandria]], Ptolemaic Kingdom","10 or 12 August 30&nbsp;BC (aged&nbsp;39)<ref group=""note"" name=""date of Cleopatra's death"">Cleopatra almost certainly died on the 17th day of the Egyptian month [[Mesore]], which corresponds to 10 August in the older [[Roman calendar]], and 12 August in the [[Julian calendar]]. See {{harvtxt|Skeat|1953|pp=98–100}}.</ref>","Alexandria, Ptolemaic Kingdom",,,,,,,,,,,,{{unbulleted list|[[Caesarion]]|[[Alexander Helios]]|[[Cleopatra Selene II]]|[[Ptolemy Philadelphus (son of Cleopatra)|Ptolemy Philadelphus]]}},,,
Marie Antoinette,{{birth date|df=yes|1755|11|2}},"[[Hofburg]], Vienna, Austria",{{death date and age|df=yes|1793|10|16|1755|11|2}},"[[Place de la Révolution]], Paris, France",,,,,,,,,,,{{Marriage|[[Louis XVI]]|19 April 1770|21 January 1793|end=d}},,,[[Roman Catholicism]] }},
Victoria,{{Birth date|1819|05|24|df=y}},"[[Kensington Palace]], London, England",{{Death date and age|1901|01|22|1819|05|24|df=yes}},"[[Osborne House]], [[Isle of Wight]], England",,,,,,,,,,,{{Marriage|[[Prince Albert of Saxe-Coburg and Gotha]]|10 February 1840|14 December 1861|reason=died}},,,"[[Protestantism in the United Kingdom|Protestant]]{{Efn|As monarch, Victoria was [[Supreme Governor of the Church of England]]. She was also aligned with the [[Church of Scotland]].|group=fn}}",
Joan of Arc,{{circa|1412}},"[[Domrémy-la-Pucelle|Domrémy]], Duchy of Bar, Kingdom of France",30 May 1431 (aged {{Approx.|19}}),"[[Rouen]], Anglo-French Kingdom",,,,,,,,,,,,,,,
Simone de Beauvoir,{{Birth date|1908|1|9|df=yes}},"Paris, France",{{Death date and age|1986|4|14|1908|1|9|df=yes}},"Paris, France",,,,,,,"{{plainlist| * [[University of Paris]] ([[Bachelor of Arts|BA]], [[Master of Arts|MA]]) * [[École Normale Supérieure|ENS]] ([[audit student]]) }}",,,,,,,,
Virginia Woolf,{{birth date|df=y|1882|1|25}},"[[South Kensington]], London, England",{{death date and age|df=y|1941|3|28|1882|1|25}},"[[River Ouse, Sussex|River Ouse]], East Sussex, England",,{{hlist|Novelist|essayist|publisher|critic}},,,,[[King's College London]],,,,,{{marriage|[[Leonard Woolf]]|10 August 1912}},,{{ubl|[[Leslie Stephen]]|[[Julia Stephen|Julia Prinsep Jackson]]}},,
Frida Kahlo,,"[[Coyoacán]], Mexico",{{Death date and age|df=yes|1954|7|13|1907|7|6}},"Mexico City, Mexico",,,,,,,,,,,{{plainlist| * {{marriage|[[Diego Rivera]]|1929|1939|end=div}} * {{marriage||1940}} }},,,,
Georgia O'Keeffe,{{birth date|1887|11|15|mf=y}},"[[Sun Prairie (town), Wisconsin|Sun Prairie, Wisconsin]], U.S.",{{death date and age|1986|3|6|1887|11|15|mf=y}},"[[Santa Fe, New Mexico]], U.S.",,,,,[[National Medal of Arts]] (1985)<br />[[Presidential Medal of Freedom]] (1977)<br />[[Edward MacDowell Medal]] (1972),,"[[School of the Art Institute of Chicago]]<br />[[Columbia College (South Carolina)|Columbia College]]<br />[[Teachers College, Columbia University]]<br />[[University of Virginia]]<br />[[Art Students League of New York]]",,,"Visual arts: painting, sculpture, photography","{{marriage|[[Alfred Stieglitz]]|1924|July 13, 1946|end=his death}}",,,,
Amelia Earhart,{{birth date|1897|07|24}},"[[Atchison, Kansas]], U.S.",,,,{{flatlist| * Aviator * author }},,,,,,,,,,,,,
Harriet Tubman,{{circa|March 1822}}{{sfn|Larson|2004|p=16}},"[[Dorchester County, Maryland]], U.S.<!-- As per WP:LINKDIRECT and Template:infobox person, birth/death place indicates city, state, then country. No need to spell out ""United States; 'U.S.' is fine. -->",{{BirthDeathAge| |1822|3| |1913|3|10}},"[[Auburn, New York]], U.S.",,{{hlist|Civil War [[Reconnaissance|scout]]|[[American Civil War spies#Union Spying|spy]]|nurse|suffragist|civil rights activist}},,Guiding enslaved people to freedom,,,,,,,{{plainlist| * {{marriage|[[John Tubman]]|1844|1851|end=divorced}} * {{marriage|[[Nelson Charles Davis|Nelson Davis]]|1869|1888|end=his death}} }},,,,
Malala Yousafzai,{{birth date and age|df=yes|1997|7|12}},"[[Mingora]], Swat, Pakistan<ref name=whoswho>{{Who's Who | author=Anon| title=Yousafzai, Malala | id=U282567 | year=2019 | doi=10.1093/ww/9780199540884.013.U282567| edition=online [[Oxford University Press]]|location=Oxford}}</ref>",,,,Activist for [[female education]]<!-- no longer a student-->,,,,,"[[Lady Margaret Hall, Oxford]] ([[Bachelor of Arts|BA]])",,,,{{marriage|Asser Malik|2021}}<ref>{{cite web |title=Malala Yousafzai announces her marriage on Twitter |url=https://www.cbc.ca/news/world/malala-yousafzai-marriage-announcement-twitter-human-rights-campaigner-1.6243231 |website=CBC News |publisher=Associated Press |access-date=9 November 2021 |date=9 November 2021 |archive-date=9 November 2021 |archive-url=https://web.archive.org/web/20211109224521/https://www.cbc.ca/news/world/malala-yousafzai-marriage-announcement-twitter-human-rights-campaigner-1.6243231 |url-status=live }}</ref>,,,,
Mother Teresa,{{birth date|df=yes|1910|8|26}},"[[Üsküp]], [[Kosovo vilayet]], [[Ottoman Empire]]",{{death date and age|df=yes|1997|9|5|1910|8|26}},"[[Calcutta]], [[West Bengal]], India","{{plainlist| * [[Ottoman Empire|Ottoman subject]] (1910–1912) * [[Kingdom of Serbia|Serbian subject]] (1912–1915) * [[Kingdom of Bulgaria|Bulgarian subject]] (1915–1918) * [[Kingdom of Yugoslavia|Yugoslavian subject]] (1918–1943) * [[Socialist Federal Republic of Yugoslavia|Yugoslavian citizen]] (1943–1948) * [[Dominion of India|British subject]] (1948–1950) * [[Indian nationality law|Indian citizen]]<ref name=""Cannon2013"" /> (1950–1997) * [[Albanian nationality law|Honorary Albanian citizen]]<ref>{{cite news |url=http://www.shqiptariiitalise.com/shqiperi-itali/shqiperi-itali/shqiperi-itali/kur-nene-tereza-vinte-ne-tirane2.html |language=sq |work=Shqiptari i Italisë |title=Kur Nënë Tereza vinte në Tiranë/2 |trans-title=When Mother Teresa came to Tirana/2 |date=2010-12-02 |access-date=4 September 2016 |archive-date=18 September 2016 |archive-url=https://web.archive.org/web/20160918175822/http://www.shqiptariiitalise.com/shqiperi-itali/shqiperi-itali/shqiperi-itali/kur-nene-tereza-vinte-ne-tirane2.html |url-status=dead}}</ref> (1991–1997) * {{avoid wrap|[[Honorary citizenship of the United States|Honorary American citizenship]] (awarded 1996)}} }}",,,,,,,,,,,,,,
Eleanor Roosevelt,{{birth date|1884|10|11}},"[[New York City]], U.S.",{{death date and age|1962|11|7|1884|10|11}},"New York City, U.S.",,,,,,,,,,,{{marriage|[[Franklin D. Roosevelt]]|1905|1945|end=died}},"6, including [[Anna Roosevelt Halsted|Anna]], [[James Roosevelt|James]], [[Elliott Roosevelt (general)|Elliott]], [[Franklin D. Roosevelt Jr.|Franklin Jr.]], and [[John Aspinwall Roosevelt|John]]",{{plainlist| * [[Elliott Roosevelt (socialite)|Elliott Roosevelt]] * [[Anna Hall Roosevelt|Anna Rebecca Hall]] }},,
The Baroness Thatcher,,,,,,,,,,,,,,,,,,,
Angela Merkel,,,,,,,,,,,,,,,,,,,
Michelle Bachelet,{{birth date and age|df=y|1951|9|29}},"[[Santiago]], Chile",,,,,,,,,[[University of Chile]] ([[Medical Doctorate|MD]]),,,,{{marriage|Jorge Dávalos Cartes|1978|1984|end=separation}},3,,,
Aung San Suu Kyi,,,,,,,,,,,,,,,,,,,
Ellen Ochoa,{{birth date and age|1958|5|10}},"[[Los Angeles]], California, U.S.",,,,,,,,,"[[San Diego State University]] ([[Bachelor of Science|BS]])<br />[[Stanford University]] ([[Master of Science|MS]], [[Doctor of Philosophy|PhD]])",,,,,,,,
Valentina Tereshkova,{{Birth date and age|1937|3|6|df=y}},"[[Bolshoye Maslennikovo]], Yaroslavl Oblast, Soviet&nbsp;Union",,,,{{hlist|Pilot|[[cosmonaut]]|politician}},,,,,,,,,{{plainlist| * {{marriage|[[Andriyan Nikolayev]]|3 November 1963|1982|end=divorced}} * {{marriage|Yuli Shaposhnikov|1982|1999|end=died}} }},,,,
Mae Jemison,{{birth date and age|1956|10|17}},"[[Decatur, Alabama]], U.S.",,,,,,,,,"[[Stanford University]] ([[Bachelor of Arts|BA]], [[Bachelor of Science|BS]])<br/>[[Cornell University]] ([[Doctor of Medicine|MD]])",,,,,,,,
Kalpana Chawla,{{birth date|1962|3|17}},"[[Karnal]], [[Haryana]], India",{{death date and age|2003|2|1|1962|3|17}},"Over [[Texas]], U.S",,,,,{{ubl|[[Congressional Space Medal of Honor]]|[[NASA Distinguished Service Medal]]|[[NASA Space Flight Medal]]}},,"[[Punjab Engineering College]] ([[Bachelor of Engineering|BEng]])<br/>[[University of Texas, Arlington]] ([[Master of Science|MS]])<br/>[[University of Colorado, Boulder]] ([[Doctor of Philosophy|PhD]])",,,,,,,,
Suni Williams,{{birth date and age|1965|9|19}},"[[Euclid, Ohio]], U.S.",,,,,,,,,[[United States Naval Academy]] ([[Bachelor of Science|BS]])<br />[[Florida Institute of Technology]] ([[Master of Science|MS]]),,,,Michael J. Williams,,,,
Jessica Meir,{{birth date and age|1977|7|1}},"[[Caribou, Maine]], U.S.",,,,,,,,,"{{ublist|[[Brown University]] ([[Bachelor of Science|BS]])|[[International Space University]] ([[Master of Science|MS]])|[[University of California, San Diego]] ([[Doctor of Philosophy|PhD]])}}",,,,,,,,
Christa McAuliffe,{{birth date|1948|9|2}},"[[Boston]], [[Massachusetts]], U.S.",{{death date and age|1986|1|28|1948|9|2}},North Atlantic Ocean,,,,,[[Congressional Space Medal of Honor]],,{{unbulleted list|[[Framingham State University]] ([[Bachelor of Science|BS]])|[[Bowie State University]] ([[Master of Arts|MA]])}},,,,{{marriage|[[Steven J. McAuliffe]]|1970}},2,,,
Katherine Johnson,{{Birth date|1918|08|26}},"[[White Sulphur Springs, West&nbsp;Virginia]], U.S.",{{Death date and age|2020|02|24|1918|08|26}},"[[Newport News, Virginia]], U.S.",,"[[Human computer]], computer programmer, mathematics teacher",,Calculating trajectories for NASA missions,{{unbulleted list|[[Presidential Medal of Freedom]] (2015)|[[Silver Snoopy award]] (2016)|[[NASA Group Achievement Award]] (2016)|[[Congressional Gold Medal]] (2019)}},,[[West Virginia State University]] ([[Bachelor of Science|BS]]),{{hlist|[[National Advisory Committee for Aeronautics|NACA]]|[[NASA]] (1953–1986)}},,,{{unbulleted list|{{marriage|James Goble|1939|1956|end=died}}|{{marriage|Jim Johnson|1959|2019|end=died}}}},3,,,
Dorothy Vaughan,{{birth date|1910|9|20}},"[[Kansas City, Missouri]], U.S.",{{death date and age|2008|11|10|1910|9|20}},"[[Hampton, Virginia]], U.S.",,,,,,,[[Wilberforce University]] ([[Bachelor of Arts|BA]]),,,,{{marriage| Howard Vaughan |1932|1955|end=d}},6,,,
