name,birth_date,birth_place,death_date,death_place,nationality,occupation,years_active,known_for,awards,alma_mater,education,employer,notable_works,field,spouse,children,parents,religion,genre
Ada E. Yonath,{{birth date and age|1939|6|22|df=yes}},"[[Jerusalem]],<br/>[[Mandatory Palestine]]",,,,,,Cryo bio-crystallography,,,{{ubl|[[Hebrew University of Jerusalem]]|[[Weizmann Institute of Science]]}},,,Crystallography,,,,,
Abdus Salam,{{birth date|df=yes|1926|1|29}},"[[Jhang]],<ref name=""auto"">{{Cite news |url=https://www.dawn.com/news/1311473|title=Abdus Salam: The real story of Pakistan's Nobel prize winner|first=Hasham|last=Cheema|date=29 January 2018 |work=[[Dawn (newspaper)|Dawn]]}}</ref> [[Punjab Province (British India)|Punjab Province]], [[British Raj|British India]] (present day [[Punjab]], [[Pakistan]])",{{death date and age|df=yes|1996|11|21|1926|1|29}},"[[Oxford]], England",[[British Raj|British Indian]] (1926–1947)<br />[[Pakistani people|Pakistani]] (1947–1996),,,"{{flatlist| *[[Electroweak theory]] *[[Goldstone boson]] *[[Grand Unified Theory]] *[[Higgs mechanism]] *[[Magnetic photon]] *[[Neutral current]] *[[Pati–Salam model]] *[[Quantum mechanics]] *[[Pakistan and its Nuclear Deterrent Program|Pakistan atomic research program]]<!---He had a secretive nature over this issue, he had secretive key role in both weapon (until 1974; when he left after he fallout with Bhutto) and peaceful scientific programmes. ----> *[[Space and Upper Atmosphere Research Commission|Pakistan space program]] *[[Preon]] *[[Standard Model]] *[[Strong gravity]] *[[Superfield]] *[[W and Z bosons]] }}",,"[[Government College University (Lahore)|Government College University]] ([[Bachelor of Arts|BA]])<br /> [[University of the Punjab]] ([[Master of Arts|MA]]) <br />[[St John's College, Cambridge]] ([[PhD]])",,,,,,,,,
Agatha Christie,{{Birth date|df=y|1890|9|15}},"[[Torquay]], [[Devon]], England",{{Death date and age|df=y|1976|1|12|1890|9|15}},"[[Winterbrook House]], [[Wallingford, Oxfordshire|Wallingford]], [[Oxfordshire]], England",,{{flatlist| *Novelist *short story writer *playwright *poet *memoirist }},,,,,,,,,,,,,
Alan Kay,{{birth date and age|1940|05|17}},"[[Springfield, Massachusetts]], U.S.",,,,,,[[Dynabook]]<br/>[[Object-oriented programming]]<br/>[[Smalltalk]]<br/>[[Desktop metaphor]] <br/>[[Graphical user interface]]<br/>[[Window (computing)|Windows]],ACM [[Turing Award]] (2003)<br/>[[Kyoto Prize]]<br/>[[Charles Stark Draper Prize]],,"[[University of Colorado, Boulder]] ([[Bachelor of Science|BS]])<br>[[University of Utah]] ([[Master of Science|MS]], [[Doctor of Philosophy|PhD]])",,,,[[Bonnie MacBird]],,,,
Alessandro Volta,{{Birth date|1745|02|18|df=yes}},"[[Como]], [[Duchy of Milan]]",{{Death date and age|1827|03|05|1745|02|18|df=yes}},"Como, [[Kingdom of Lombardy–Venetia]], [[Austrian Empire]]",,,,{{Plain list| * Improving the [[electrophorus]] (1775) * Discovering [[methane]] (1776) * Inventing the [[voltaic pile]] (1799) }},,,,,,,,,,,
Alfred Wegener,{{birth date|1880|11|1|df=y}},"[[Berlin]], [[German Empire]]",November 1930 (aged 50),[[Greenland]],German,,,[[Continental drift|Continental drift theory]]<br>[[Plate tectonics]]<br>[[Polflucht]]<br>{{no wrap|[[Wegener–Bergeron–Findeisen process]]}},,[[Humboldt University of Berlin|University of Berlin]] (PhD),,,,,,,,,
Anaximander,{{circa|610|lk=no}} BC,"[[Miletus]], [[Ionian League]]",{{circa|546|lk=no}} BC (aged {{circa}} 64),,,,,,,,,,,,,,,,
Anne Frank,{{birth date|df=yes|1929|6|12}},"[[Frankfurt]], Germany",{{circa|}}February or {{death date and age|1945|03||1929|6|12|df=y}},"[[Bergen-Belsen]], Germany",,Diarist,,,,,,,,,,,{{Plainlist| * [[Otto Frank]]† (father) * [[Edith Frank]]† (mother) }},,
Arthur Conan Doyle,{{birth date|df=y|1859|5|22}},"[[Edinburgh]], Scotland",{{death date and age|df=y|1930|7|7|1859|5|22}},"[[Crowborough]], Sussex, England",,{{Flatlist| * Writer * physician }},,,,,,,,,,,,,
Azim Premji,{{birth date and age|df=yes|1945|7|24}},"[[Bombay]], [[Bombay presidency]], [[British India]]<br>{{small|(Present-day [[Mumbai]], [[Maharashtra]], [[India]])}}<ref name=ebr>{{cite news|last=G. Craine|first=Anthony|title=Azim Premji|url=https://www.britannica.com/EBchecked/topic/710892/Azim-Premji|work=[[Encyclopædia Britannica]]|date=14 May 2010|access-date=10 August 2021}}</ref>",,,,Founder Chairman of [[Wipro]],,,,[[Stanford University]] ([[Bachelor of Engineering|B.S.E]])<ref name=forbesbill>{{cite news|url=https://www.forbes.com/lists/2009/10/billionaires-2009-richest-people_Azim-Premji_1UFS.html|title=Forbes List Directory|date=3 November 2009|work=[[Forbes]]|access-date=7 December 2009| archive-url= https://web.archive.org/web/20091129090553/http://www.forbes.com/lists/2009/10/billionaires-2009-richest-people_Azim-Premji_1UFS.html| archive-date= 29 November 2009 | url-status= live}}</ref>,,,,,,"[[Rishad Premji]], Tariq Premji<ref>{{cite web|url=http://www.rediff.com/getahead/2007/jun/07rishad.htm|title=What you didn't know about Rishad Premji|date=7 June 2007|work=[[Rediff.com]]|access-date=7 December 2009}}</ref>",,,
Bessie Coleman,{{birth date |1892|01|26|mf=yes}},"[[Atlanta, Texas]], U.S.",{{Death date and age|1926|04|30|1892|01|26|mf=yes}},"[[Jacksonville, Florida]], U.S.",,,,[[First African-American]] and [[Native Americans in the United States|Native American]] female aviator,,,,,,,"{{marriage|Claude Glenn|1917|end=separated soon after<ref name=""marri"">{{cite web |author= Roni Morales|title= Bessie Coleman – Aviator|url=http://www.rootsweb.ancestry.com/~txecm/bessie_coleman.htm|date=November 1, 2014 |publisher= [[Rootsweb]]|access-date=December 17, 2017}}</ref>}}",,,,
Blaise Pascal,{{birth date|df=yes|1623|6|19}},"[[Clermont-Ferrand]], France",{{death date and age|df=yes|1662|8|19|1623|6|19}},"[[Paris]], France",,,,,,,,,,,,,,,
Carl Bosch,{{birth date|1874|8|27|df=y}},"[[Cologne]], [[German Empire]]",{{death date and age|1940|4|26|1874|8|27|df=y}},"[[Heidelberg]], [[Nazi Germany]]",,,,[[Bosch reaction]]<br>[[Urea#Production|Bosch–Meiser urea process]]<br>[[Haber–Bosch process]],,,[[Technische Universität Berlin]]<br>[[Leipzig University]],,,[[Chemistry]],,,,,
Carl Friedrich Gauss,{{birth date|df=yes|1777|4|30}},"[[Braunschweig|Brunswick]], Principality of Brunswick-Wolfenbüttel, {{awrap|Holy Roman Empire}}",{{death date and age|df=yes|1855|2|23|1777|4|30}},"[[Göttingen]], Kingdom of Hanover, {{awrap|German Confederation}}",,,,,,{{plainlist| * [[Braunschweig University of Technology|Collegium Carolinum]] * [[University of Göttingen]] * [[University of Helmstedt]] (PhD) }},,,,,,,,,
Charles Dickens,{{birth date|df=yes|1812|2|7}},"[[Portsmouth]], [[Hampshire]], England",{{death date and age|df=yes|1870|6|9|1812|2|7}},"[[Higham, Kent]], England",,Novelist,,,,,,,,,{{marriage|[[Catherine Dickens|Catherine Thomson Hogarth]]|1836|1858|end={{abbr|sep.|separated}}}},{{ublist|[[Charles Dickens Jr.]]|[[Mary Dickens]]|[[Kate Perugini]]|[[Walter Landor Dickens]]|[[Francis Dickens]]|[[Alfred D'Orsay Tennyson Dickens]]|[[Sydney Smith Haldimand Dickens]]|[[Henry Fielding Dickens]]|[[Dora Annie Dickens]]|[[Edward Dickens]]}},,,
Chiang Kai-shek,,,,,,,,,,,,,,,,,,,
Coco Chanel,{{Birth date|df=yes|1883|8|19}}<ref>{{cite web|url=https://time.com/3994196/coco-chanel-1883/|title=How Poverty Shaped Coco Chanel|magazine=[[Time (magazine)|Time]]|date=19 August 2015|access-date=15 March 2020|archive-date=8 November 2020|archive-url=https://web.archive.org/web/20201108125226/https://time.com/3994196/coco-chanel-1883/|url-status=live}}</ref>,"[[Saumur]], France",{{death date and age|df=yes|1971|1|10|1883|8|19}},"Paris, France",,{{Hlist|[[Hatmaking|Milliner]]|dressmaker|fashion designer}},,{{ubl|Double-C logo|Chanel suit|[[Little black dress]]|The Chanel bag|[[Chanel No. 5]]}},"[[Neiman Marcus Fashion Award]], 1957",,,,,,,,,,
Daniel Kahneman,{{birth date|1934|3|5}},"[[Tel Aviv]], [[Mandatory Palestine|British Mandate of Palestine]]",{{death date and age|2024|3|27|1934|3|5}},"[[Nunningen]], Switzerland","American, Israeli",,,,,,,,,{{indented plainlist| * [[Psychology]] * Economics }},,,,,
David Attenborough,{{birth date and age|df=y|1926|5|8}},"[[Isleworth]], Middlesex, England",,,,,1951–present,,,,"{{indented plainlist| * [[Clare College, Cambridge]] ([[Master of Arts (Oxford, Cambridge and Dublin)|MA]]) * [[London School of Economics]] }}",,,,,,,,
Diego Maradona,{{Birth date|1960|10|30|df=yes}},"[[Lanús]], Argentina",{{death date and age|2020|11|25|1960|10|30|df=yes}},"[[Dique Luján]], Argentina",,,,,,,,,,,,,,,
Dorothy Hodgkin,{{Birth date|1910|05|12|df=y}},"[[Cairo]], [[Khedivate of Egypt|Egypt]]",{{death date and age|1994|07|29|1910|05|12|df=y}},"[[Ilmington]], [[Warwickshire]], England",British,,,{{Plainlist| * Development of [[X-ray crystallography|protein crystallography]] * Determining the structure of [[insulin]]}},,,"{{Plainlist| * {{nowrap|[[Somerville College, Oxford]] ([[Bachelor's degree|BA]])}} * {{nowrap|[[University of Cambridge]] ([[Doctorate|PhD]])}}<!-- neither Somerville College nor Newnham College actually award degrees-->}}",,,[[Biochemistry]]<br>[[X-ray crystallography]],{{marriage|[[Thomas Lionel Hodgkin]]|1937|25 March 1982|end=d}},3,[[John Winter Crowfoot]]<br>[[Grace Mary Crowfoot|Grace Mary Hood]],,
Doris Lessing,{{Birth date|df=yes|1919|10|22}},"[[Kermanshah]], [[Qajar Iran|Persia]]",{{Death date and age|df=yes|2013|11|17|1919|10|22}},"London, England",British,Writer,,,,,,,,,,,,,{{flatlist| * Novel * short story * biography * drama * [[libretto]] * poetry }}
Sir Edmund Hillary,{{Birth date|1919|7|20|df=yes}},"[[Auckland]], New Zealand",{{Death date and age|2008|1|11|1919|7|20|df=yes}}<!-- DO ''not'' CHANGE NZ DATE! -->,"Auckland, New Zealand",,,,"With [[Tenzing Norgay]], first to reach summit of [[Mount Everest]]",,,,,,,{{plainlist| *{{marriage|Louise Mary Rose|1953|1975|end=died}} *{{marriage|June Mulgrew|1989}}}},"3, including [[Peter Hillary|Peter]] and [[Sarah Hillary (artist)|Sarah]]",,,
Edmund Husserl,8 April 1859,"[[Proßnitz]], [[Margraviate of Moravia|Moravia]], [[Austrian Empire]]",{{Death date and age|df=yes|1938|04|27|1859|04|08}},"[[Freiburg]], [[Nazi Germany|Germany]]",,,,,,,{{ubli,,,,,,,,
,{{birth-date|17 May 1749}},"[[Berkeley, Gloucestershire]], England",{{Death date and age|1823|1|26|1749|5|17|df=y}},"Berkeley, Gloucestershire, England",,,,{{ubl|[[Vaccination]]|[[Smallpox vaccine]]}} }},,"{{Plainlist| * [[St George's, University of London]] * [[University of St Andrews]] }}",,,,"Medicine/surgery, natural history",{{marriage|Catherine Kingscote|1788|1815|reason=died}},3,,,
Eleanor,,,,,,,,,,,,,,,,,,,
Elizabeth Blackwell,{{birth date|1821|2|3|df=yes}},"[[Bristol]], England",{{death date and age|df=yes|1910|5|31|1821|2|3}},"[[Hastings]], England",British and American,{{unbulleted list|Physician}},,,,,[[Geneva Medical College]] }},,,,,,,,
Florence Griffith Joyner,"{{birth date|1959|12|21}}<ref name=""sports-reference.com""/>","[[Los Angeles, California]], U.S.<ref name=""sports-reference.com""/>","{{death date and age|1998|9|21|1959|12|21}}<ref name=""sports-reference.com""/>","[[Mission Viejo, California]], U.S.<ref name=""sports-reference.com""/>",,,,,,,,,,,,,,,
Gertrude Stein,{{birth date|1874|2|3}},"{{nowrap|[[Allegheny, Pennsylvania]], U.S.}}",{{death date and age|1946|7|27|1874|2|3}},"[[Neuilly-sur-Seine]], France",,{{flatlist| * Writer * poet * novelist * playwright * art collector }},,,,,,,,,,,,,
Grace Kelly,,,,,,,,,,,,,,,"{{marriage|[[Rainier III, Prince of Monaco]]|1956}}",,,,
Harvey Milk,{{birth date|1930|05|22}},"[[Woodmere, New York]], U.S.",{{nowrap|{{death date and age|1978|11|27|1930|05|22}}}},"San Francisco, California, U.S.",,,,,"[[Presidential Medal of Freedom]] (2009, posthumously)",,"[[State University of New York, Albany]] ([[Bachelor of Arts|BA]])",,,,,,,,
Heinrich Heine,{{Birth date|1797|12|13|df=y}},"[[Düsseldorf]], Duchy of Berg, Holy Roman Empire",{{Death date and age|1856|2|17|1797|12|13|df=y}},"Paris, [[Second French Empire]]",German,"Poet, essayist, journalist, literary critic",,,,"[[University of Bonn|Bonn]], [[Humboldt University of Berlin|Berlin]], [[University of Göttingen|Göttingen]] ([[Doctor of Law#Germany|PhD]])",,,,,{{Marriage|Mathilde Heine|1841}},,,,
Henrietta Lacks,{{birth date|1920|8|1}},"[[Roanoke, Virginia]], U.S.",{{death date and age|1951|10|4|1920|8|1}},"[[Baltimore]], Maryland, U.S.",,"{{hlist|[[Housewife]]|[[tobacco farmer]]<ref name=""vpbio"" />{{sfn|Skloot|2010|page=16}}}}",,,,,,,,,{{marriage|David Lacks|1941}},5 }},,,
Hermann Hesse,{{birth date|df=y|1877|7|2}},"[[Calw]], [[Kingdom of Württemberg]], German Empire",{{death date and age|df=y|1962|8|9|1877|7|2}},"[[Montagnola]], Ticino, Switzerland",,{{cslist|Novelist|short story author|essayist|poet|painter}},,,,,,,,,{{marriage|Maria Bernoulli|1904|1923}} {{marriage|Ruth Wenger|1924|1927}} {{marriage|[[Ninon Hesse]]|1931|1962}},,,,Fiction
Hermann Weyl,{{Birth date|1885|11|9|df=y}},"[[Elmshorn]], [[German Empire]]",{{Death date and age|1955|12|8|1885|11|9|df=y}},"[[Zürich]], [[Switzerland]]",,,,"[[List of topics named after Hermann Weyl]]<br />[[Ontic structural realism]]<ref>[http://plato.stanford.edu/entries/structural-realism/#Rel ""Structural Realism""]: entry by James Ladyman in the ''[[Stanford Encyclopedia of Philosophy]]''.</ref><br />[[Wormhole]]","[[Fellow of the Royal Society]]<ref name=""frs"">{{Cite journal | last1 = Newman | first1 = M. H. A. | author-link = Max Newman| doi = 10.1098/rsbm.1957.0021 | title = Hermann Weyl. 1885-1955 | journal = [[Biographical Memoirs of Fellows of the Royal Society]] | volume = 3 | pages = 305–328 | year = 1957 | doi-access = free }}</ref> <br/>[[Lobachevsky Prize]] (1927)<br/> [[Josiah Willard Gibbs Lectureship|Gibbs Lecture]] (1948)",[[University of Munich]]<br />[[University of Göttingen]],,,,,,[[Fritz Joachim Weyl]] (1915–1977)<br />Michael Weyl (1917–2011),,,
Ibn Battuta,24 February 1304,"[[Tangier]], [[Marinid sultanate]]",1369 (aged 64–65),"[[Marrakesh]], Marinid sultanate<ref>{{Cite web |first=Romy |last=Roynard |date=22 November 2018 |title=Sur les traces d'Ibn Battuta: le Maroc |url=https://www.nationalgeographic.fr/ibn-battuta/2018/11/sur-les-traces-dibn-battuta-le-maroc |access-date=7 December 2022 |website=National Geographic |language=fr |archive-date=7 December 2022 |archive-url=https://web.archive.org/web/20221207014923/https://www.nationalgeographic.fr/ibn-battuta/2018/11/sur-les-traces-dibn-battuta-le-maroc |url-status=live}}</ref>",,"Traveller, [[Geographer]], [[explorer]], [[scholar]], [[judge]]",,,,,,,[[Rihla]],,,,,,
Imhotep,,,,,,chancellor to the [[King]] [[Djoser]] and [[High Priest of Ra]],{{circa|[[27th century BC]]}},Being the architect of [[Pyramid of Djoser|Djoser's step pyramid]],,,,,,,,,,,
Ingrid Bergman,{{Birth date|df=yes|1915|8|29}},"[[Stockholm]], Sweden",{{Death date and age|df=yes|1982|8|29|1915|8|29}},"London, England",,Actress,,,,,,,,,{{Plainlist| * {{Marriage|[[Petter Lindström]]|1937|1950|end=div}} * {{Marriage|[[Roberto Rossellini]]|1950|1957|end=div}} * {{Marriage|[[Lars Schmidt (producer)|Lars Schmidt]]|1958|1975|end=div}} }},,,,
Isaac Asimov<!-- Please don't add a middle name without a good source. (Previously discussed at length at [[Talk:Isaac Asimov/Archive13#Unsourced middle name: a hoax?]].) -->,"{{circa|January 2, 1920|lk=no}}{{efn|name=""birthday""}}","[[Petrovichi]], Russian SFSR<!-- DO NOT LINK, see [[MOS:GEOLINK]] -->",{{Death date and age|1992|4|6|1920|1|2}},"New York City, U.S.",<!--Deprecated per MOS:INFONAT-->,"Writer, professor of [[biochemistry]]",1939–1992,,,,"[[Columbia University]] ([[Bachelor of Science|BS]], [[Master of Arts|MA]], [[Doctor of Philosophy|PhD]])",,,,{{ubl|{{marriage|Gertrude Blugerman|1942|1973|end=div}}|{{marriage|[[Janet Asimov|Janet Opal Jeppson]]|1973}}}},2,,,{{hlist|Science fiction {{hlist|[[hard SF]]|[[social SF]]}}|[[mystery fiction|mystery]]|[[popular science]]}}
Jackie Robinson,{{birth date|mf=yes|1919|1|31}},"[[Cairo, Georgia]], U.S.",{{death date and age|mf=yes|1972|10|24|1919|1|31}},"[[Stamford, Connecticut]], U.S.",,,,,,,,,,,,,,,
Jacques Cousteau,{{Birth date|1910|6|11|df=yes}},"[[Saint-André-de-Cubzac]], [[Gironde]], [[French Third Republic|France]]",{{Death date and age|1997|6|25|1910|6|11|df=yes}},"[[Paris]], France",,[[Oceanographer]],,,{{unbulleted list | {{Lang|fr|[[Palme d'Or]]|italic=no}} at [[Cannes Film Festival|Cannes]] | {{ unbulleted list|[[File:Legion Honneur Commandeur ribbon.svg|40px]] [[Legion of Honour]] – Commander (1972)}}}} }},,,,,,{{unbulleted list | {{marriage|[[Simone Melchior]]|1937|1990|end=died}} | {{marriage|[[Francine Cousteau|Francine Triplet]]<br>|1991}} }},{{unbulleted list|[[Jean-Michel Cousteau|Jean-Michel]]|[[Philippe Cousteau|Philippe-Pierre]]|Diane|Pierre-Yves}},,,
Jane Austen,{{Birth date|df=y|1775|12|16}},"[[Steventon, Hampshire]], England",{{Death date and age|df=y|1817|7|18|1775|12|16}},"[[Winchester]], Hampshire, England",,Novelist,1787–1817,,,[[Reading Abbey Girls' School]] (1785–1786),,,,,,,,,{{Hlist|[[Literary realism]]|[[Romance novel|Romantic fiction]]|[[Satire]]}}
Jawaharlal Nehru,{{birth date|df=yes|1889|11|14}},"[[Prayagraj|Allahabad]], [[North-Western Provinces]], India",{{death date and age|df=yes|1964|05|27|1889|11|14}},"New Delhi, India",,{{hlist|[[Lawyer]]|[[Politician]]}},,,[[#Awards and honours|See below]],,"{{ubl|[[Harrow School]]|[[Trinity College, Cambridge|Trinity College]]|[[Inner Temple]]}}",,,,{{marriage|[[Kamala Kaul]]|1916|1936|end=died}},[[Indira Gandhi]],{{ubl|[[Motilal Nehru]] (father)|[[Swarup Rani Nehru]] (mother)}},,
Josephine Baker,{{birth date|mf=yes|1906|06|03}},"[[St. Louis]], Missouri, U.S.",{{death date and age|mf=yes|1975|04|12|1906|06|03}},"Paris, France",,,,,,,,,,,,,,,
Julia Child,{{birth date|1912|08|15}},"[[Pasadena, California]], U.S.",{{death date and age|2004|08|13|1912|08|15}},"[[Montecito, California]], U.S.",,,1935–2004,,"{{Unbulleted list|Daytime Emmy Award for Outstanding Service Show Host|1996 ''In Julia's Kitchen with Master Chefs''|2001 ''Julia & Jacques Cooking at Home''|Emmy Award for Achievements in Educational Television—Individuals|1966 ''[[The French Chef]]''|[[Peabody Awards|Peabody Award]]|1965 ''[[The French Chef]]''|National Book Award, Current Interest|1980 ''Julia Child and More Company'' | U.S. [[Presidential Medal of Freedom]] }}",,{{Unbulleted list|[[Smith College]] ([[Bachelor of Arts|BA]])|[[Le Cordon Bleu]] ({{lang|fr|Diplôme de Cuisine}})}},,,,{{marriage|[[Paul Cushing Child]]|1946|1994|end=d.}},,,,
Karl Marx,{{Birth date|df=y|1818|5|5}},"[[Trier]], Prussia",{{Death date and age|df=y|1883|3|14|1818|5|5}},"[[London]], England",,,,,,,,,,,,,,,
Kobe Bryant,{{birth date|1978|8|23}},"[[Philadelphia]], Pennsylvania, U.S.",{{death date and age|2020|1|26|1978|8|23}},"[[Calabasas, California]], U.S.",,,,,,,,,,,,,,,
Langston Hughes,{{birth date|1901|2|1|mf=y}},"[[Joplin, Missouri]], U.S.",{{death date and age|1967|5|22|1901|2|1}},"[[New York City]], U.S.",,{{hlist|Poet|columnist|dramatist|essayist|novelist}},,,,,{{ubl|[[Columbia University]]|[[Lincoln University (Pennsylvania)|Lincoln University]] ([[Bachelor of Arts|BA]])}},,,,,,,,
Leo Tolstoy,{{birth date|1828|09|09|df=y}},"[[Yasnaya Polyana]], Russia",{{Death date and age|1910|11|20|1828|09|09|df=y}},"[[Lev Tolstoy (rural locality)|Astapovo]], Russia",,{{cslist|Writer|religious thinker}},1847–1910,,[[Griboyedov Prize]] (1892),,[[Kazan Federal University|Imperial Kazan University]] (dropped out),,,,{{marriage|[[Sophia Tolstaya|Sophia Behrs]]|23 September 1862}},14,,,
Linus Pauling,{{birth date|1901|2|28}},"[[Portland, Oregon]], U.S.",{{nowrap|{{death date and age|1994|8|19|1901|2|28}}}},"[[Big Sur]], California, U.S.",<!-- use only when necessary per [[WP:INFONAT]] -->,,,,,,{{ubl|[[Oregon State University]] ([[Bachelor of Science|BS]])|[[California Institute of Technology]] ([[PhD]])}},,,{{ubl|[[Quantum chemistry]]|[[Biochemistry]]}},{{marriage|[[Ava Helen Pauling|Ava Helen Miller]]|1923-06-17|1981-12-07|end=d.}},4,,,
Max Born,{{Birth date|1882|12|11|df=yes}},"[[Breslau]], [[Kingdom of Prussia]], [[German Empire]]",{{Death date and age|1970|01|05|1882|12|11|df=yes}},"[[Göttingen]], [[Lower Saxony]], [[West Germany]]",,,,,,,,,,,,,,,
Michel de Montaigne,,,,,,,,,,,,,,,,,,,
<!-- defaults to article title when left blank -->,{{birth date|1942|1|17}},"[[Louisville, Kentucky]], U.S.",{{death date and age|2016|6|3|1942|1|17}},"[[Scottsdale, Arizona]], U.S.",,,,,,,,,,,,,,,
Naguib Mahfouz,{{birth date|df=yes|1911|12|11}},"[[Cairo]], [[Khedivate of Egypt]]",{{death date and age|df=yes|2006|8|30|1911|12|11}},"[[Agouza]], [[Giza Governorate]], [[Egypt]]",[[Egyptians|Egyptian]],"[[Novelist]], [[screenwriter]], and [[playwright]]",,,[[File:EGY Order of the Nile - Grand Cordon BAR.png|30px]] [[Order of the Nile]]<br />[[File:Nobel Prize.png|20px]] [[Nobel Prize for Literature]],,,,,,{{marriage|Atiyatullah Ibrahim|1954}},2,,,"[[Novel]], [[short story]]"
Niccolò Machiavelli,{{birth date|1469|5|3|df=y}},"[[Florence]], [[Republic of Florence]]",{{death date and age|1527|6|21|1469|5|3|df=y}},"Florence, Republic of Florence",,,,,,,,,{{ubl|''[[The Prince]]''|''[[Discourses on Livy]]''}},,{{marriage|Marietta [[Corsini family|Corsini]]|1501}},7,,,
Oscar Wilde,,,,,,,,,,,,,,,,,,,
Percy Bysshe Shelley,{{birth date|1792|8|4|df=y}},"[[Field Place, Warnham|Field Place]], Sussex",{{death date and age|1822|7|8|1792|8|4|df=y}},"[[Gulf of La Spezia]], Kingdom of Sardinia",,Author,,,,"[[University College, Oxford]]",,,,,{{unbulleted list|{{marriage|Harriet Westbrook|1811|1816|end= d.}}|{{marriage|[[Mary Shelley]]|1816}}}},"6, including [[Sir Percy Shelley, 3rd Baronet|Sir Percy, 3rd Baronet]]",,,
