,Unnamed: 0,name,birth_date,birth_place,death_date,death_place,occupation,awards,alma_mater,education,spouse,children,occupation_cluster,birth_year,death_year,life_span,life_span_cluster,edu_award_cluster,bio_cluster
1193,1193,Jennifer Doudna,{{birth date and age|1964|2|19}},"[[Washington, D.C.]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"{{Plainlist| *[[Pomona College]] ([[Bachelor of Arts|BA]]) *[[Harvard University]] ([[Master of Arts|MA]], PhD) }}",{{marriage|Tom Griffin|1988||end=divorced}}<br>{{marriage|Jamie Cate|2000}},2,0,1964.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1194,1194,May-Britt Moser,{{birth year and age|1963}},"[[Fosnavåg]], Norway",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[University of Oslo]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",[[Edvard Moser]] (1985–2016),2,0,1963.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
1195,1195,Elizabeth Blackburn,{{birth date and age|df=yes|1948|11|26}},"[[Hobart]], [[Tasmania]], Australia",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],{{Plainlist| * [[University of Melbourne]] (BSc) * [[University of Cambridge]] (PhD)}},{{plainlist|,2,0,1948.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1196,1196,Ada E. Yonath,{{birth date and age|1939|6|22|df=yes}},"[[Jerusalem]],<br/>[[Mandatory Palestine]]",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],{{ubl|[[Hebrew University of Jerusalem]]|[[Weizmann Institute of Science]]}},{{plainlist|,2,0,1939.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1197,1197,Tu Youyou,{{Birth date and age|df=yes|1930|12|30}},"[[Ningbo, Zhejiang]], [[Republic of China (1912-1949)|Republic of China]]",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,"[[Lasker-DeBakey Clinical Medical Research Award]] (2011)<br />[[Warren Alpert Foundation Prize]] (2015)<br />[[Nobel Prize in Physiology or Medicine]] (2015)<br />[[Highest Science and Technology Award, China|Highest Science and Technology Award]], China (2016)<br />[[Medal of the Republic (China)|Medal of the Republic]], China (2019)","[[Peking University Health Science Center|Beijing Medical College]] ([[Bachelor of Medicine|BMed]]){{NoteTag|Peking University Medical School (北京大学医学院) became the independent Beijing Medical College (北京医学院) in 1952. Tu Youyou attended it between 1951 and 1955. Later in 1985 it was renamed Beijing Medical University (北京医科大学), and was returned to [[Peking University]] as [[Peking University Health Science Center]] (北京大学医学部) since 2005.<ref name=""Peking University Health Science Center history"">{{cite web |url = http://english.bjmu.edu.cn/administration/aintroduction/index.htm |archive-url = https://web.archive.org/web/20140810031449/http://english.bjmu.edu.cn/administration/aintroduction/index.htm |url-status = dead |archive-date = 10 August 2014 |title = Introduction |publisher = [[Peking University Health Science Center]] |date = 27 October 2010 |access-date = 10 October 2015 }}</ref> |name = Medical_School }}","[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1930.0,1860.5845620121422,60.200710479573715,2.378330373001776,3,1
1198,1198,Shinya Yamanaka,{{Birth date and age|1962|09|04|mf=y}},"[[Higashiōsaka, Osaka]], Japan",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,"[[Meyenburg Prize]] (2007)<br />[[Massry Prize]] (2008)<br />[[Robert Koch Prize]] (2008)<br />[[Shaw Prize]] (2008)<br />[[Gairdner Foundation International Award]] (2009)<br />[[Albert Lasker Award for Basic Medical Research|Albert Lasker Basic Medical Research Award]] (2009) <br /> [[Balzan Prize]] (2010) <br /> [[Kyoto Prize]] (2010) <br /> [[BBVA Foundation Frontiers of Knowledge Award]] (2010)<br />[[Wolf Prize]] (2011)<br />[http://www.isscr.org/McEwen_Award_for_Innovation/5323.htm McEwen Award for Innovation] (2011)<br />Fellow of the [[National Academy of Sciences]]<ref name=""nas"">{{Cite journal | last1 = Nair | first1 = P. | doi = 10.1073/pnas.1121498109 | title = Profile of Shinya Yamanaka| journal = [[Proceedings of the National Academy of Sciences]] | year = 2012 | pmid = 22619323 | pmc =3386100 | bibcode = 2012PNAS..109.9223N | volume=109 | issue=24 | pages=9223–9225| doi-access = free }}</ref> (2012)<br />[[Millennium Technology Prize]] (2012)<br />[[Nobel Prize in Physiology or Medicine]] (2012)",[[Kobe University]] ([[Doctor of Medicine|MD]])<br />[[Osaka City University]] ([[PhD]]),"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1962.0,1860.5845620121422,60.200710479573715,2.378330373001776,3,1
1199,1199,John Venter,{{birth date and age|1946|10|14|mf=y}},"[[Salt Lake City]], Utah, U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",[[Biologist]],[[Gairdner Foundation International Award|Gairdner Award]] (2002)<br />[[Nierenberg Prize]] (2007)<br />[[Kistler Prize]] (2008)<br />[[ENI award]] (2008)<br />[[National Medal of Science|Medal of Science]] (2008)<br />[[Dickson Prize]] (2011)<br />[[Leeuwenhoek Medal]]<br />[[Edogawa NICHE Prize]] (2020),"[[University of California, San Diego]]","[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,3,1946.0,1860.5845620121422,60.200710479573715,2.378330373001776,3,2
1200,1200,Katalin Karikó,{{birth date and age|1955|1|17|df=y}},"[[Szolnok]], [[Hungarian People's Republic|Hungary]]",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,[[Nobel Prize in Physiology or Medicine]] (2023) and [[List of awards and honors received by Katalin Karikó|several others]],[[King's College London]],"[[University of Szeged]] ([[BSc]], [[PhD]])",Béla Francia,[[Susan Francia]],0,1955.0,1860.5845620121422,60.200710479573715,2.378330373001776,3,1
1201,1201,Sarah Gilbert,{{Birth year and age|1962|04}},"[[Kettering |Kettering, Northamptonshire]], England",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,[[Albert Medal (Royal Society of Arts)|Albert Medal]] (2021)<br />[[Princess of Asturias Awards|Princess of Asturias Award]] (2021)<br />[[King Faisal Prize]] (2023),[[University of East Anglia]] (BSc)<br/> [[University of Hull ]] (PhD),"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,3,0,1962.0,1860.5845620121422,60.200710479573715,2.378330373001776,3,1
1202,1202,Özlem Türeci,{{Birth date and age|df=yes|1967|3|6}},"[[Siegen]], [[West Germany]]",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France","Physician, scientist, entrepreneur",{{unbulleted list|Princess of Asturias Awards|Georges Köhler Prize|Werner von Siemens Ring|Paul Ehrlich and Ludwig Darmstaedter Prize|Prix Jeantet-Collen for Translational Medicine (2022)|}},{{unbulleted list||[[Saarland University]]}},"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|[[Uğur Şahin]]|2002}},1,3,1967.0,1860.5845620121422,60.200710479573715,2.378330373001776,3,2
1203,1203,Uğur Şahin,{{Birth date and age|1965|9|19|df=y}},"[[İskenderun]], [[Hatay Province]], Turkey",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France","Oncologist, immunologist",{{unbulleted list|Merit Award of the American Society of Clinical Oncology|Werner von Siemens Ring|German Cancer Award|[[Order of Merit of the Federal Republic of Germany]]|[[Mustafa Prize]] (2019)|Prix Jeantet-Collen for Translational Medicine (2022)|}},"{{unbulleted list|[[University of Cologne]], [[PhD]] in [[Medicine|Human Medicine]]}}","[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|[[Özlem Türeci]]|2002}},1,3,1965.0,1860.5845620121422,60.200710479573715,2.378330373001776,3,2
1204,1204,Fei-Fei Li,{{birth date and age|1976|7|3}},"[[Beijing]], [[China]]",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,{{Plainlist| <!-- only include awards notable enough to have dedicated pages--> * Elected to [[National Academy of Engineering]] (2020) * [[National Academy of Medicine]] (2020) * [[American Academy of Arts and Sciences]] (2021) * [[ACM Fellow]] (2018) * [[VinFuture Prize]] (2024) * [[Queen Elizabeth Prize for Engineering]] (2025)}},[[King's College London]],"{{ubl |[[Princeton University]] ([[Bachelor of Arts|BA]]) |[[California Institute of Technology]] ([[Master of Science|MS]], [[Doctor of Philosophy|PhD]])}}",[[Silvio Savarese]],2,0,1976.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1205,1205,Geoffrey Hinton,{{Birth date and age|df=yes|1947|12|06}},"[[Wimbledon, London|Wimbledon]], England",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{ubl | Joanne<ref name=NewYorkerProfile/> | {{marriage|Rosalind Zalin||1994|end=d.}}<ref name=NewYorkerProfile/> | {{marriage|Jacqueline Ford|1997|2018|end=d.}}<ref name=NewYorkerProfile/>}},2,0,1947.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
1206,1206,Yoshua Bengio,{{birth date and age|1964|3|5}},"[[Paris]], France",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,[[Prix Marie-Victorin|Marie-Victorin Prize]] (2017)<br>[[Turing Award]] (2018)<br/>[[AAAI Fellow]] (2019)<br />[[Legion of Honor]] (2022)<br />[[VinFuture Prize]] (2024) <br />[[Honorary Doctorate]] (2025),[[King's College London]],"[[McGill University]] ([[Bachelor of Science|BS]], [[Master of Science|MS]], [[Doctor of Philosophy|PhD]])",{{plainlist|,2,0,1964.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1207,1207,Yann LeCun,{{birth date and age|1960|07|08|df=y}},"[[Soisy-sous-Montmorency]], France<!-- DO NOT LINK, see [[MOS:GEOLINK]] for further guidance -->",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1960.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
1208,1208,Andrew Ng,{{Birth date and age|1984|10|18}},"Paris, France",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Carnegie Mellon University]] ([[Bachelor of Science|BS]])<br>[[Massachusetts Institute of Technology]] ([[Master of Science|MS]])<br>[[University of California, Berkeley]] ([[Doctor of Philosophy|PhD]])",{{plainlist|,2,0,1984.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1209,1209,Tim Berners-Lee,{{birth date and age|1955|6|8|df=y}},"London, England",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,{{ubil|[[Turing Award]] (2016)|[[Queen Elizabeth Prize]] (2013)|[[Foreign Associate of the National Academy of Sciences]] (2009)|[[Order of Merit]] (2007)|[[ACM Software System Award]] (1995)}},[[King's College London]],"[[Queen's College, Oxford]] ([[Bachelor of Arts|BA]])",{{plainlist| * {{marriage|Nancy Carlson|1990|2011|end=div}} * {{marriage|[[Rosemary Leith]]|2014}}}},2 children<br>3 step-children,0,1955.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1210,1210,Vinton Cerf,{{birth date and age|1943|06|23}},"[[New Haven, Connecticut]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Stanford University]] ([[Bachelor of Science|BS]])<br>[[University of California, Los Angeles]] ([[Master of Science|MS]], [[Doctor of Philosophy|PhD]])",{{plainlist|,2,0,1943.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1211,1211,Linus Torvalds,{{Birth date and age|df=yes|1969|12|28}},"[[Helsinki]], Finland",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[University of Helsinki]] (M.S.)<ref>{{cite web|url=https://www.computerhistory.org/fellowawards/hall/linus-torvalds/ |archive-url=https://web.archive.org/web/20100709010531/http://www.computerhistory.org/fellowawards/hall/bios/Linus%2CTorvalds/ |url-status=live |archive-date=9 July 2010 |title=Linus Torvalds 2008 Fellow }}</ref>,"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1969.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
1212,1212,Dennis Ritchie,{{birth date|1941|09|09}},"[[Bronxville, New York]], U.S.",{{circa}} {{death date and age|2011|10|12|1941|9|9}},"[[Berkeley Heights, New Jersey]], U.S.",Composer,}},[[King's College London]],[[Harvard University]] ([[Bachelor of Science|BS]]),{{plainlist|,2,0,1941.0,2011.0,70.0,2.0,4,1
1213,1213,Ken Thompson,{{birth date and age|1943|02|04|mf=yes}},"[[New Orleans]], [[Louisiana]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[University of California, Berkeley]] ([[Bachelor of Science|BS]], [[Master of Science|MS]])",{{plainlist|,2,0,1943.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1214,1214,Bjarne Stroustrup,{{birth date and age|1950|12|30|df=y}},"[[Aarhus]], [[Denmark]]",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},{{ indented plainlist | *[[Aarhus University]] ([[Cand.scient.]]) *[[University of Cambridge]] ([[Doctor of Philosophy|PhD]]) }},"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|Marian Tinson|1975}},2,0,1950.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
1215,1215,James Gosling,{{Birth date and age|1955|05|19}},"[[Calgary]], [[Alberta]], Canada",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1955.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
1216,1216,Guido van Rossum,"{{Birth date and age|1956|1|31|df=y}}<ref>{{cite web|url=http://mail.python.org/pipermail/python-dev/2007-January/070849.html|title=(Python-Dev) Happy Birthday, Guido!|last=van Rossum|first=Guido|publisher=Python-Dev mailing list|date=31 January 2007|url-status=live|archive-url=https://web.archive.org/web/20090908131440/http://mail.python.org/pipermail/python-dev/2007-January/070849.html|archive-date=8 September 2009}}</ref>","[[The Hague]], Netherlands<ref>{{Cite web|url=http://www.computerhistory.org/atchm/2018-chm-fellow-guido-van-rossum-python-creator-benevolent-dictator-for-life/ |archive-url=https://web.archive.org/web/20180724114116/http://www.computerhistory.org/atchm/2018-chm-fellow-guido-van-rossum-python-creator-benevolent-dictator-for-life/|title=2018 Museum Fellow Guido van Rossum, Python Creator & Benevolent Dictator for Life|website=Computer History Museum|date=5 April 2018|first=Hansen|last=Hsu|archive-date=24 July 2018|access-date=19 May 2021|url-status=live}}</ref>",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France","Computer programmer, author",[[Award for the Advancement of Free Software]] (2001),[[University of Amsterdam]] ([[Bachelor of Science|BS]]),"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|Kim Knapp|2000}},1<ref>{{cite web|url=http://wiki.codecall.net/Guido_van_Rossum |title=Guido van Rossum |publisher=CodeCall Programming Wiki |archive-url=https://web.archive.org/web/20081031103755/http://wiki.codecall.net/Guido_van_Rossum |archive-date=31 October 2008}}</ref>,3,1956.0,1860.5845620121422,60.200710479573715,2.378330373001776,3,2
1217,1217,Brendan Eich,{{birth date and age|1961|7|4}},"[[Pittsburgh]], [[Pennsylvania]], US",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},{{ubl,"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1961.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
1218,1218,Radia Perlman,{{Birth date and age|1951,"[[Portsmouth, Virginia]], US",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,[[Internet Hall of Fame]]<br>[[National Inventors Hall of Fame]] }},[[MIT]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1951.0,1860.5845620121422,60.200710479573715,2.378330373001776,3,1
1219,1219,The Countess of Lovelace,{{birth date|df=y|1815|12|10}},"London, England",{{death date and age|df=y|1852|11|27|1815|12|10}},"[[Marylebone]], London, England",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />","{{marriage|[[William King-Noel, 1st Earl of Lovelace]]|1835}}","{{plainlist| * [[Byron King-Noel, Viscount Ockham]] * [[Anne Blunt, 15th Baroness Wentworth]] * [[Ralph King-Milbanke, 2nd Earl of Lovelace]]}}",0,1815.0,1852.0,37.0,2.0,1,0
1220,1220,Katherine Johnson,{{Birth date|1918|08|26}},"[[White Sulphur Springs, West&nbsp;Virginia]], U.S.",{{Death date and age|2020|02|24|1918|08|26}},"[[Newport News, Virginia]], U.S.","[[Human computer]], computer programmer, mathematics teacher",{{unbulleted list|[[Presidential Medal of Freedom]] (2015)|[[Silver Snoopy award]] (2016)|[[NASA Group Achievement Award]] (2016)|[[Congressional Gold Medal]] (2019)}},[[King's College London]],[[West Virginia State University]] ([[Bachelor of Science|BS]]),{{unbulleted list|{{marriage|James Goble|1939|1956|end=died}}|{{marriage|Jim Johnson|1959|2019|end=died}}}},3,3,1918.0,2020.0,102.0,2.0,3,2
1221,1221,Grace Hopper,{{birth date|1906|12|9}},"[[New York City]], [[New York (state)|New York]], U.S.",{{death date and age|1992|1|1|1906|12|9}},"[[Arlington County, Virginia]], U.S.",Composer,{{plainlist| * [[Defense Distinguished Service Medal]] * [[Legion of Merit]] * [[Meritorious Service Medal (USA)|Meritorious Service Medal]] * [[American Campaign Medal]] * [[World War II Victory Medal]] * [[National Defense Service Medal]] * [[Armed Forces Reserve Medal]] with two [[Hourglass Device]]s * [[Naval Reserve Medal]] * [[Presidential Medal of Freedom]] (posthumous)}},[[King's College London]],"[[Vassar College]] ([[Bachelor of Arts|BA]])<br>[[Yale University]] ([[Master of Science|MS]], [[Doctor of Philosophy|PhD]])",{{marriage|Vincent Hopper|1930|1945|end=div}},2,0,1906.0,1992.0,86.0,2.0,4,1
1222,1222,Hedy Lamarr,{{Birth date|mf=yes|1914|11|9}},"[[Vienna]], [[Austria-Hungary]]",{{Death date and age|mf=yes|2000|1|19|1914|11|9}},"[[Casselberry, Florida]], US",{{hlist|Actress|inventor}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist| * {{marriage|[[Friedrich Mandl]]|1933|1937|end=div}} * {{marriage|[[Gene Markey]]|1939|1941|end=div}} * {{marriage|[[John Loder (actor)|John Loder]]|1943|1947|end=div}} * {{marriage|[[Teddy Stauffer]]|1951|1952|end=div}} * {{marriage|W. Howard Lee|1953|1960|end=div}} * {{marriage|Lewis J. Boies|1963|1965|end=div}}}},3 }},3,1914.0,2000.0,86.0,2.0,1,2
1223,1223,Dorothy Vaughan,{{birth date|1910|9|20}},"[[Kansas City, Missouri]], U.S.",{{death date and age|2008|11|10|1910|9|20}},"[[Hampton, Virginia]], U.S.",Composer,}},[[King's College London]],[[Wilberforce University]] ([[Bachelor of Arts|BA]]),{{marriage| Howard Vaughan |1932|1955|end=d}},6,0,1910.0,2008.0,98.0,2.0,4,1
1224,1224,Sally Ride,{{birth date|1951|5|26}},"[[Los Angeles]], California, U.S.",{{death date and age|2012|7|23|1951|5|26}},"[[La Jolla]], California, U.S.",Composer,"[[Presidential Medal of Freedom]] (2013, posthumous)",[[King's College London]],"[[Swarthmore College]]<br>[[University of California, Los Angeles]]<br>[[Stanford University]] ([[Bachelor of Arts|BA]], [[Bachelor of Science|BS]], [[Master of Science|MS]], [[Doctor of Philosophy|PhD]])",{{marriage|[[Steven Hawley]]|1982|1987|end=div}},2,0,1951.0,2012.0,61.0,2.0,4,1
1225,1225,Mae Jemison,{{birth date and age|1956|10|17}},"[[Decatur, Alabama]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Stanford University]] ([[Bachelor of Arts|BA]], [[Bachelor of Science|BS]])<br/>[[Cornell University]] ([[Doctor of Medicine|MD]])",{{plainlist|,2,0,1956.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1226,1226,Valentina Tereshkova,{{Birth date and age|1937|3|6|df=y}},"[[Bolshoye Maslennikovo]], Yaroslavl Oblast, Soviet&nbsp;Union",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",{{hlist|Pilot|[[cosmonaut]]|politician}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist| * {{marriage|[[Andriyan Nikolayev]]|3 November 1963|1982|end=divorced}} * {{marriage|Yuli Shaposhnikov|1982|1999|end=died}} }},2,4,1937.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,2
1227,1227,Christa McAuliffe,{{birth date|1948|9|2}},"[[Boston]], [[Massachusetts]], U.S.",{{death date and age|1986|1|28|1948|9|2}},North Atlantic Ocean,Composer,[[Congressional Space Medal of Honor]],[[King's College London]],{{unbulleted list|[[Framingham State University]] ([[Bachelor of Science|BS]])|[[Bowie State University]] ([[Master of Arts|MA]])}},{{marriage|[[Steven J. McAuliffe]]|1970}},2,0,1948.0,1986.0,38.0,2.0,4,1
1228,1228,Kalpana Chawla,{{birth date|1962|3|17}},"[[Karnal]], [[Haryana]], India",{{death date and age|2003|2|1|1962|3|17}},"Over [[Texas]], U.S",Composer,{{ubl|[[Congressional Space Medal of Honor]]|[[NASA Distinguished Service Medal]]|[[NASA Space Flight Medal]]}},[[King's College London]],"[[Punjab Engineering College]] ([[Bachelor of Engineering|BEng]])<br/>[[University of Texas, Arlington]] ([[Master of Science|MS]])<br/>[[University of Colorado, Boulder]] ([[Doctor of Philosophy|PhD]])",{{plainlist|,2,0,1962.0,2003.0,41.0,2.0,4,1
1229,1229,Jessica Meir,{{birth date and age|1977|7|1}},"[[Caribou, Maine]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"{{ublist|[[Brown University]] ([[Bachelor of Science|BS]])|[[International Space University]] ([[Master of Science|MS]])|[[University of California, San Diego]] ([[Doctor of Philosophy|PhD]])}}",{{plainlist|,2,0,1977.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1230,1230,Jessica Watkins,{{birth date and age|1988|5|14}},"[[Gaithersburg, Maryland]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Stanford University]] ([[Bachelor of Science|BS]])<br>[[University of California, Los Angeles]] ([[Master of Science|MS]], [[Doctor of Philosophy|PhD]])",{{plainlist|,2,0,1988.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1231,1231,Eileen Collins,{{nowrap|{{birth date and age|1956|11|19|df=y}}}},"[[Elmira, New York]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,{{ubl |[[Distinguished Flying Cross (United States)|Distinguished Flying Cross]] |[[Legion of Merit]] |[[Defense Meritorious Service Medal]] |[[Meritorious Service Medal (United States)|Meritorious Service Medal]] (2) |[[Commendation Medal|Air Force Commendation Medal]] (2) |[[NASA Distinguished Service Medal]] |[[NASA Outstanding Leadership Medal]] |[[NASA Exceptional Service Medal]] |[[NASA Exceptional Public Service Medal]] |[[NASA Space Flight Medal]] (4)}},[[King's College London]],[[Corning Community College]] ([[Associate of Arts|AA]])<br>[[Syracuse University]] ([[Bachelor of Arts|BA]])<br>[[Stanford University]] ([[Master of Science|MS]])<br>[[Webster University]] ([[Master of Science|MS]]),{{plainlist|,2,0,1956.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1232,1232,Nichelle Nichols,{{Birth date|mf=yes|1932|12|28}},"[[Robbins, Illinois]], U.S.",{{Death date and age|mf=yes|2022|07|30|1932|12|28}},"[[Silver City, New Mexico]], U.S.",{{Hlist|Actress|singer|dancer}},}},[[King's College London]],[[Englewood Technical Prep Academy|Englewood High School]],{{Ubl,2,3,1932.0,2022.0,90.0,2.0,0,2
1233,1233,Jocelyn Bell Burnell,{{Birth date and age|1943|7|15|df=yes}}{{sfn|Who's Who|2017}},"[[Lurgan]], [[County Armagh]], Northern Ireland{{sfn|''Lurgan Mail''|2007}}{{sfn|Bain|2022}}",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"{{Plain list| * [[Lurgan College]] * [[The Mount School, York]] }}",{{plainlist|,2,0,1943.0,1860.5845620121422,60.200710479573715,2.378330373001776,0,0
1234,1234,Barbara McClintock,{{birth date|1902|6|16}},"[[Hartford, Connecticut]], United States",{{death date and age|1992|9|2|1902|6|16}},"[[Huntington, New York]], United States",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1902.0,1992.0,90.0,2.0,1,0
